fir_number,crime_case_id,investigating_officer_id,complainant_name,complainant_contact,sections,filed_at,status,narrative,attachments,dataset_provenance,source_import_job_id,source_file,source_row_ref,id,created_at,updated_at
FIR-337/DET/2026,27ea1b5c-4a2f-449b-a65e-3e19e777bca0,32ef8189-db8a-47c3-b687-3bf34a097b2b,State Complainant,,"IPC 420, IT Act 66D",2025-12-25 15:35:00,registered,Backend-seeded FIR for CR-2026-DET-238; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-238.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-238.pdf"", ""size"": 284100}]",demo,,,,86adfd52-bd06-442c-bf50-393bb2e7523e,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-402/UDP/2026,cf421489-fd55-4775-8121-1cc633022c2c,59c075bd-c5d7-48bc-b115-91f5b0d2cf7b,State Complainant,,"IPC 420, IT Act 66D",2026-08-18 13:40:00,registered,Backend-seeded FIR for CR-2026-UDP-002; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-UDP-002.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-UDP-002.pdf"", ""size"": 284100}]",demo,,,,86f77297-707c-4ab0-9eff-75f5d89cc0df,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-216/DET/2026,970780ec-3992-456c-b1c5-06b12b5a0a1e,314c456a-4c37-43b1-99a0-4b6239463b6f,Gopal Krishna,+91 98800 00022,"NDPS 21, 22",2024-12-26 00:35:00,registered,Backend-seeded FIR for CR-2026-DET-117; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-117.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-117.pdf"", ""size"": 284100}]",demo,,,,8791b11c-83d6-4252-94ed-ecf276991e13,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-415/DET/2026,6c083b1b-5679-4ab6-ae29-574c979abe92,32ef8189-db8a-47c3-b687-3bf34a097b2b,Chandrakala Devi,+91 98800 00032,"IPC 379, 457",2026-08-14 04:40:00,registered,Backend-seeded FIR for CR-2026-DET-316; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-316.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-316.pdf"", ""size"": 284100}]",demo,,,,87e2b9a3-a360-45ea-808b-82216509d892,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-416/DET/2026,a0f5fce0-36ae-4068-9dbf-80165deb9439,b9af6e21-ff39-4174-bce7-d4fcdcfc9a9d,Fathima Begum,+91 98800 00008,"IPC 420, IT Act 66D",2026-08-16 18:05:00,registered,Backend-seeded FIR for CR-2026-DET-317; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-317.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-317.pdf"", ""size"": 284100}]",demo,,,,87f181ba-b170-4894-a9a7-348c74511cb9,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-284/DET/2026,ac2390f8-2e3d-4974-96d2-3c1ec707b22e,6d399214-9acb-4a0b-98c8-ae0b2a17b775,State Complainant,,"NDPS 21, 22",2025-07-18 08:15:00,closed,Backend-seeded FIR for CR-2026-DET-185; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-185.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-185.pdf"", ""size"": 284100}]",demo,,,,8913555c-21df-4915-8528-1a06a2b2f368,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-324/DET/2026,70c3ff85-aa77-4a64-bae1-d6288e43ed8b,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,Eshwarappa,+91 98800 00020,"DV Act, IPC 498A",2025-11-12 22:25:00,closed,Backend-seeded FIR for CR-2026-DET-225; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-225.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-225.pdf"", ""size"": 284100}]",demo,,,,893f4128-03b5-4a37-8924-364cfb66362b,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-353/DET/2026,b6ad8367-6640-44c9-be05-fb3647daa999,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,State Complainant,,"IPC 447, 506",2026-02-10 17:40:00,registered,Backend-seeded FIR for CR-2026-DET-254; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-254.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-254.pdf"", ""size"": 284100}]",demo,,,,8a1963de-407a-46d9-864f-ab3b7ac60f92,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-160/DET/2026,b5d84e84-99b6-4bad-b8dc-2c5c3889abc3,643e99ee-2480-49cb-b1b0-23ff69b53493,Fathima Begum,+91 98800 00008,"NDPS 21, 22",2024-07-08 04:05:00,registered,Backend-seeded FIR for CR-2026-DET-061; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-061.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-061.pdf"", ""size"": 284100}]",demo,,,,8a963c5b-791c-4505-b844-20d73dd87cdd,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-702/CMG/2026,3e51ef62-f2c6-423f-b794-f9704632e915,ca5236a4-32f9-4a78-8e38-29bb36d03874,State Complainant,,"IPC 323, 324",2026-08-01 14:20:00,closed,Backend-seeded FIR for CR-2026-CMG-002; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-CMG-002.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-CMG-002.pdf"", ""size"": 284100}]",demo,,,,8b5d6983-61e3-4e28-b467-9d185cbc1ccc,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-197/DET/2026,819c1e7f-8395-49d6-acfa-a99492ad4e04,32ef8189-db8a-47c3-b687-3bf34a097b2b,Ramesh Gowda,+91 98800 00033,Excise Act 32,2024-10-27 03:20:00,closed,Backend-seeded FIR for CR-2026-DET-098; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-098.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-098.pdf"", ""size"": 284100}]",demo,,,,8c9c8f70-2153-4c15-9361-d30f1fe3405c,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-294/DET/2026,05e5c375-6d9b-4758-afff-60745eb3fafe,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,State Complainant,,"IPC 420, IT Act 66D",2025-08-15 20:30:00,closed,Backend-seeded FIR for CR-2026-DET-195; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-195.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-195.pdf"", ""size"": 284100}]",demo,,,,8cccbb9e-013d-4e43-a3d5-a8b774892e8d,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-382/DET/2026,98ce8246-963f-4e06-af05-3111177221d2,cf8c9086-2c1f-460b-86ae-70194c545cf9,State Complainant,,"IPC 447, 506",2026-05-08 14:15:00,registered,Backend-seeded FIR for CR-2026-DET-283; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-283.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-283.pdf"", ""size"": 284100}]",demo,,,,8d5b3fe8-b61e-44f8-95c8-6cd3619768e1,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-145/TMK/2026,6c4c089e-0824-4f22-a9fe-0b5599a008ba,32ef8189-db8a-47c3-b687-3bf34a097b2b,State Complainant,,Excise Act 32,2026-08-11 02:10:00,registered,Backend-seeded FIR for CR-2026-TMK-002; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-TMK-002.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-TMK-002.pdf"", ""size"": 284100}]",demo,,,,8eb8e185-e89e-4ab6-b808-d104c6a0dc91,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-258/DET/2026,b20efcb4-e499-496e-8907-7b88690f5f4a,643e99ee-2480-49cb-b1b0-23ff69b53493,State Complainant,,Excise Act 32,2025-04-29 08:25:00,closed,Backend-seeded FIR for CR-2026-DET-159; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-159.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-159.pdf"", ""size"": 284100}]",demo,,,,8ecffe88-307b-49f4-80dc-a6c4c205cb9c,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-179/DET/2026,8db6093c-0848-4823-bb9b-e3d44f844f55,cf8c9086-2c1f-460b-86ae-70194c545cf9,K. S. Narayanan,+91 98800 00001,"IPC 420, IT Act 66D",2024-09-04 17:05:00,closed,Backend-seeded FIR for CR-2026-DET-080; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-080.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-080.pdf"", ""size"": 284100}]",demo,,,,8ed724be-d898-402f-9e5d-7065a1f47c2a,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-119/DET/2026,3329fe53-50e1-4898-9157-245c1a89c94a,2fd383db-cd0b-4cca-9161-74533c0a3647,Arun Kumar,+91 98800 00038,"IPC 447, 506",2024-03-07 20:05:00,registered,Backend-seeded FIR for CR-2026-DET-020; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-020.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-020.pdf"", ""size"": 284100}]",demo,,,,8f0d8a22-1242-4c74-8f90-126e08eaf79f,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-409/DET/2026,f00fcacb-361b-4785-a0e5-de264ec6cdbb,31d37711-b1aa-44be-b8fd-c1a4355577d9,Nagaraj Shetty,+91 98800 00011,"IPC 420, IT Act 66D",2026-07-26 21:55:00,registered,Backend-seeded FIR for CR-2026-DET-310; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-310.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-310.pdf"", ""size"": 284100}]",demo,,,,8fb15f46-2582-42b7-b2a6-f2e1dd1d2857,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-213/DET/2026,fd03cbae-f186-44d9-a36f-e8c808d610c5,35ec4bb7-90e0-43a2-9e8a-289e1339f1a0,Manjula Devi,+91 98800 00036,"IPC 420, IT Act 66D",2024-12-15 14:40:00,registered,Backend-seeded FIR for CR-2026-DET-114; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-114.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-114.pdf"", ""size"": 284100}]",demo,,,,9231a98f-b523-4f2b-832e-1544a2cc12f1,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-352/DET/2026,bdffa3f1-47ac-447d-ab0d-9460e8658585,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,Jyothi Lingegowda,+91 98800 00025,"IPC 323, 324",2026-02-07 18:25:00,closed,Backend-seeded FIR for CR-2026-DET-253; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-253.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-253.pdf"", ""size"": 284100}]",demo,,,,943ce710-4523-46d0-9f32-f576489f9e25,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-240/DET/2026,5ce46ded-d665-4f33-82df-1c7b5da1d3bb,4c15aede-a2ad-4322-bb3e-1264d9593b53,Ramesh Gowda,+91 98800 00033,"DV Act, IPC 498A",2025-03-07 00:05:00,registered,Backend-seeded FIR for CR-2026-DET-141; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-141.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-141.pdf"", ""size"": 284100}]",demo,,,,95526fec-cd39-4bac-a004-f1374ede0821,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-350/DET/2026,a4eaef36-0e75-4812-8abc-5a82272586b3,8e38105b-15a3-48cb-8fe4-88a34542ccfa,State Complainant,,"IPC 379, 457",2026-02-02 01:05:00,closed,Backend-seeded FIR for CR-2026-DET-251; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-251.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-251.pdf"", ""size"": 284100}]",demo,,,,956867e9-d21f-46b6-b2e6-8a7c2b916f27,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-196/DET/2026,a475f9d2-6252-4289-af18-97d242f42a71,32ef8189-db8a-47c3-b687-3bf34a097b2b,State Complainant,,"IPC 379, 457",2024-10-25 05:35:00,closed,Backend-seeded FIR for CR-2026-DET-097; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-097.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-097.pdf"", ""size"": 284100}]",demo,,,,969e8f29-9d22-4c34-ba66-402bb85b5779,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-238/DET/2026,35c7de15-3727-4e72-94e1-f7b47a9d60fd,c64ed64b-cdd0-4f79-9a2a-f2df9ce61320,State Complainant,,"NDPS 21, 22",2025-03-02 22:05:00,closed,Backend-seeded FIR for CR-2026-DET-139; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-139.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-139.pdf"", ""size"": 284100}]",demo,,,,96a65354-f733-4e80-a1e3-6a4c372fdd6b,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-274/DET/2026,d7027968-a609-4a83-88ec-71a7623afb14,83c263dd-8664-438d-8f3e-f73f66c623f9,State Complainant,,"DV Act, IPC 498A",2025-06-19 01:15:00,registered,Backend-seeded FIR for CR-2026-DET-175; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-175.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-175.pdf"", ""size"": 284100}]",demo,,,,9725b557-de0f-4f69-86a1-93db1972e1c0,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-401/BGT/2026,25117bce-b422-4250-8f44-05d31a9f55a6,b9af6e21-ff39-4174-bce7-d4fcdcfc9a9d,Mahantesh Patil,+91 98800 00027,"IPC 323, 324",2026-08-11 18:25:00,registered,Backend-seeded FIR for CR-2026-BGT-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-BGT-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-BGT-001.pdf"", ""size"": 284100}]",demo,,,,978eae1b-7808-4255-9fa3-a388f560ac98,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-611/BLR/2026,ab3d83c8-3120-4812-a7c3-a5da8f1627e3,35ec4bb7-90e0-43a2-9e8a-289e1339f1a0,State Complainant,,MMDR Act 21,2026-08-17 02:55:00,registered,Backend-seeded FIR for CR-2026-BLR-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-BLR-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-BLR-001.pdf"", ""size"": 284100}]",demo,,,,98d1dadb-dc1c-4180-8634-8f1bce1e8d6c,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-182/DET/2026,d5e01849-f37d-489c-8bcb-7371b8449b98,c64ed64b-cdd0-4f79-9a2a-f2df9ce61320,Mahantesh Patil,+91 98800 00027,"IPC 420, IT Act 66D",2024-09-12 13:10:00,registered,Backend-seeded FIR for CR-2026-DET-083; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-083.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-083.pdf"", ""size"": 284100}]",demo,,,,98fb2f56-4c72-40ab-a91d-aa2ff526d5ea,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-198/DET/2026,f7b0378a-f608-4ce9-8e4d-3225a17c8fc3,643e99ee-2480-49cb-b1b0-23ff69b53493,Eshwarappa,+91 98800 00020,"IPC 323, 324",2024-10-30 21:35:00,registered,Backend-seeded FIR for CR-2026-DET-099; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-099.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-099.pdf"", ""size"": 284100}]",demo,,,,99e003cc-8bab-4829-b7f5-344caa123151,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-331/MNG/2026,804aaae9-fb24-404f-9a1e-169b2ed82cd1,83c263dd-8664-438d-8f3e-f73f66c623f9,Asha Rao,+91 98800 00003,"NDPS 21, 22",2026-08-26 02:15:00,registered,Backend-seeded FIR for CR-2026-MNG-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-MNG-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-MNG-001.pdf"", ""size"": 284100}]",demo,,,,9b2ff37a-464b-43ae-9876-d0d5383b6619,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-792/MYS/2026,42582c4e-5a1c-4e16-9cec-75c9fbe01bbd,6d399214-9acb-4a0b-98c8-ae0b2a17b775,State Complainant,,"NDPS 21, 22",2026-08-25 21:45:00,registered,Backend-seeded FIR for CR-2026-MYS-004; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-MYS-004.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-MYS-004.pdf"", ""size"": 284100}]",demo,,,,9b8a91e9-ecda-42eb-88d1-122c21f5d82f,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-315/DET/2026,3af16f78-17d3-4868-ab09-0412a3102fac,4c15aede-a2ad-4322-bb3e-1264d9593b53,State Complainant,,"IPC 323, 324",2025-10-20 18:35:00,registered,Backend-seeded FIR for CR-2026-DET-216; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-216.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-216.pdf"", ""size"": 284100}]",demo,,,,9be570c7-78cf-4a80-85e0-2a50d953b172,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-271/DET/2026,748fc5b2-5e9d-479e-ac85-9e9b675dd7e4,19ac4d07-7b48-4c0f-b27c-c36fdb9bf801,State Complainant,,"DV Act, IPC 498A",2025-06-07 01:25:00,closed,Backend-seeded FIR for CR-2026-DET-172; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-172.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-172.pdf"", ""size"": 284100}]",demo,,,,9ccbea0c-93d3-4623-9551-de6e884172cc,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-147/DET/2026,6d5a8bf5-44a6-48af-be5f-ccb198942eea,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,Ayesha Parveen,+91 98800 00016,"IPC 420, IT Act 66D",2024-05-31 14:40:00,registered,Backend-seeded FIR for CR-2026-DET-048; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-048.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-048.pdf"", ""size"": 284100}]",demo,,,,9d03626a-3404-48f5-9cb5-56a0c358e19e,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-901/KLR/2026,bc0088d9-6cc7-4054-a197-da3345ffb276,314c456a-4c37-43b1-99a0-4b6239463b6f,Chandrakala Devi,+91 98800 00032,"IPC 379, 392",2026-08-08 04:25:00,registered,Backend-seeded FIR for CR-2026-KLR-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-KLR-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-KLR-001.pdf"", ""size"": 284100}]",demo,,,,9d2125af-c510-4290-8dce-ae4d86f87d0f,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-366/DET/2026,78ff1be6-ebd4-4dfc-b678-cb3e3740ba69,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,State Complainant,,Excise Act 32,2026-03-23 02:15:00,closed,Backend-seeded FIR for CR-2026-DET-267; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-267.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-267.pdf"", ""size"": 284100}]",demo,,,,9e07592c-b505-41a6-b076-0fd79a95d096,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-360/DET/2026,adc133e7-4aa1-4239-983f-0e1c036c4200,59c075bd-c5d7-48bc-b115-91f5b0d2cf7b,Sunita Devi,+91 98800 00006,"IPC 379, 457",2026-03-03 00:00:00,registered,Backend-seeded FIR for CR-2026-DET-261; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-261.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-261.pdf"", ""size"": 284100}]",demo,,,,9e710425-36dc-42f7-87de-c3c04ee99306,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-331/DET/2026,895591a2-c075-4faf-8c77-9b6769eb3ed4,32ef8189-db8a-47c3-b687-3bf34a097b2b,State Complainant,,"IPC 420, IT Act 66D",2025-12-04 17:45:00,registered,Backend-seeded FIR for CR-2026-DET-232; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-232.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-232.pdf"", ""size"": 284100}]",demo,,,,9fd3ca9b-0f29-46aa-bb67-5c16d8dd8d93,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-320/DET/2026,fe9cbc33-c022-45d4-93fb-b7877791dc86,f36f5a0e-c026-4c91-9ec4-02b25920283e,State Complainant,,"NDPS 21, 22",2025-11-01 08:15:00,registered,Backend-seeded FIR for CR-2026-DET-221; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-221.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-221.pdf"", ""size"": 284100}]",demo,,,,a0c06992-8590-4258-9bfe-63836e405dc4,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-359/DET/2026,0a808b82-d793-480f-b201-370a197b6f01,643e99ee-2480-49cb-b1b0-23ff69b53493,State Complainant,,"IPC 323, 324",2026-02-25 20:15:00,registered,Backend-seeded FIR for CR-2026-DET-260; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-260.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-260.pdf"", ""size"": 284100}]",demo,,,,a0da7172-01ae-4bab-8750-657f0615dd81,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-321/DET/2026,0779cceb-7288-48f2-9cf4-85657dbc850d,6d399214-9acb-4a0b-98c8-ae0b2a17b775,Rajesh Kharvi,+91 98800 00041,Excise Act 32,2025-11-03 04:30:00,registered,Backend-seeded FIR for CR-2026-DET-222; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-222.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-222.pdf"", ""size"": 284100}]",demo,,,,a0e1d700-5c00-433c-a5de-6ed83a734e2c,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-851/KDG/2026,31e9d6dc-ed22-4268-ae00-c2defc1c039b,e44eac9d-cdbe-4431-b175-c6dd48feca28,Kaveri Poojary,+91 98800 00037,"Excise Act, Forest Act",2026-08-18 22:25:00,registered,Backend-seeded FIR for CR-2026-KDG-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-KDG-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-KDG-001.pdf"", ""size"": 284100}]",demo,,,,a13a1278-ca80-4fbe-8732-fa82e4721781,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-301/GDG/2026,01c76242-6624-4500-b169-efc11178973e,b19d0b00-458c-4d08-b530-342a4d4f368b,Sarojini Bhat,+91 98800 00026,"IPC 447, 506",2026-08-07 20:10:00,registered,Backend-seeded FIR for CR-2026-GDG-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-GDG-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-GDG-001.pdf"", ""size"": 284100}]",demo,,,,a169ebac-00bb-4a0b-b28e-f56e4d1a07c2,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-133/DET/2026,902976d5-0f45-4a8a-b385-8d6c94df2888,643e99ee-2480-49cb-b1b0-23ff69b53493,Asha Rao,+91 98800 00003,"IPC 420, IT Act 66D",2024-04-21 17:00:00,registered,Backend-seeded FIR for CR-2026-DET-034; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-034.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-034.pdf"", ""size"": 284100}]",demo,,,,a193f9cc-f898-4b70-b844-99674600e826,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-234/DET/2026,ed88ba7c-2233-4b54-8e66-de2b3ab7909c,8e38105b-15a3-48cb-8fe4-88a34542ccfa,State Complainant,,"IPC 420, IT Act 66D",2025-02-15 15:50:00,closed,Backend-seeded FIR for CR-2026-DET-135; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-135.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-135.pdf"", ""size"": 284100}]",demo,,,,a1b99df0-a1d1-4ed7-808d-dd880f800407,2026-08-29 12:45:07,2026-08-29 12:45:07
FIR-242/DET/2026,a0af1336-8a0e-4208-88cc-59fe766a4b72,b19d0b00-458c-4d08-b530-342a4d4f368b,State Complainant,,"IPC 447, 506",2025-03-13 21:35:00,closed,Backend-seeded FIR for CR-2026-DET-143; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-143.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-143.pdf"", ""size"": 284100}]",demo,,,,a1e38a00-99cc-4bc0-9dfc-8eee0988889b,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-253/DET/2026,725e83f1-126e-41bd-ab08-90875c087b35,643e99ee-2480-49cb-b1b0-23ff69b53493,Shobha Patil,+91 98800 00010,"NDPS 21, 22",2025-04-13 21:45:00,closed,Backend-seeded FIR for CR-2026-DET-154; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-DET-154.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-DET-154.pdf"", ""size"": 284100}]",demo,,,,a2b7785d-ae0a-48eb-947f-d534ef685dbc,2026-08-29 12:45:08,2026-08-29 12:45:08
FIR-208/HSN/2026,6c931000-715e-4245-bd70-b50d13c71f45,35ec4bb7-90e0-43a2-9e8a-289e1339f1a0,Hema Malini,+91 98800 00023,DV Act,2026-08-06 23:35:00,registered,Backend-seeded FIR for CR-2026-HSN-001; derived from the Police FIR ER model.,"[{""name"": ""complaint_copy_CR-2026-HSN-001.pdf"", ""size"": 154200}, {""name"": ""spot_mahazar_CR-2026-HSN-001.pdf"", ""size"": 284100}]",demo,,,,a2d59bdb-d809-4e2f-9fef-8afd89df78ec,2026-08-29 12:45:07,2026-08-29 12:45:07
